dialog_act,utterances,split,actor,include?,intent,next steps
informationonobjectdetails,bread in fridge,train,agent,n,other,
informationonobjectdetails,knife stove left,train,agent,n,other,
informationonobjectdetails,clean plate near chairs,train,agent,n,other,
informationonobjectdetails,on the marble,train,agent,n,other,
informationonobjectdetails,knife is in the above cabinet to the sink,train,agent,n,other,
informationonobjectdetails,the other one,train,agent,n,other,
informationonobjectdetails,open the other one,train,agent,n,other,
informationonobjectdetails,to the left,train,agent,n,other,
informationonobjectdetails,there is one on the stove,train,agent,n,other,
informationonobjectdetails,go to the stove please,train,agent,n,other,
informationonobjectdetails,to your left,train,agent,n,other,
informationonobjectdetails,Mug is in the sink.,train,agent,n,other,
informationonobjectdetails,Check under the cabinet between the stove and sink.,train,agent,n,other,
informationonobjectdetails,On the round black table.,train,agent,n,other,
informationonobjectdetails,Look under the sink.,train,agent,n,other,
informationonobjectdetails,Check the fridge.,train,agent,n,other,
informationonobjectdetails,Check over the fridge.,train,agent,n,other,
informationonobjectdetails,Above the fridge.  May need to look up.,train,agent,n,other,
informationonobjectdetails,Knife is in the cabinet opposite the fridge,train,agent,n,other,
informationonobjectdetails,There is also another knife in the fridge,train,agent,n,other,
informationonobjectdetails,Tomato is in the sink,train,agent,n,other,
informationonobjectdetails,The potato is to the left of the toaster,train,agent,n,other,
informationonobjectdetails,pan is inside the fridge,train,agent,n,other,
informationonobjectdetails,Plate is in the cabinet to the right of the microwave,train,agent,n,other,
informationonobjectdetails,mug is in the sink,train,agent,n,other,
informationonobjectdetails,cup is by the coffee chine,train,agent,n,other,
informationonobjectdetails,machine,train,agent,n,other,
informationonobjectdetails,close to the sink,train,agent,n,other,
informationonobjectdetails,cloth is near the sink,train,agent,n,other,
informationonobjectdetails,it is at the sink,train,agent,n,other,
informationonobjectdetails,this cloth,train,agent,n,other,
informationonobjectdetails,close to the chair,train,agent,n,other,
informationonobjectdetails,inside the fridge,train,agent,n,other,
informationonobjectdetails,plate is next to the oven,train,agent,n,other,
informationonobjectdetails,potato is near stove,train,agent,n,other,
informationonobjectdetails,pot is near potato,train,agent,n,other,
informationonobjectdetails,I have left the bowl in the top right cabinet above the sink,train,agent,n,other,
informationonobjectdetails,top right cabinet above the sink,train,agent,n,other,
informationonobjectdetails,The plate is on top of the table in the middle of the room,train,agent,n,other,
informationonobjectdetails,The plate is infront of you,train,agent,n,other,
informationonobjectdetails,To your right now,train,agent,n,other,
informationonobjectdetails,There is bread next to the toaster,train,agent,n,other,
informationonobjectdetails,I think the other one is clean,train,agent,n,other,
informationonobjectdetails,The toaster is infront of you,train,agent,n,other,
informationonobjectdetails,tomato is in the cabinet below the sink,train,agent,n,other,
informationonobjectdetails,find a plate on the upper cabinet left of the sink,train,agent,n,other,
informationonobjectdetails,The knife is in the cabinet to the right of the stove top,train,agent,n,other,
informationonobjectdetails,"Bottom drawer, sorry it looks like a cabinet from view",train,agent,n,other,
informationonobjectdetails,One up,train,agent,n,other,
informationonobjectdetails,There may be a second one to the left of the sink,train,agent,n,other,
informationonobjectdetails,potato is on the chair under the counter,train,agent,n,other,
informationonobjectdetails,bread is to the left of sink,train,agent,n,other,
informationonobjectdetails,in corner,train,agent,n,other,
informationonobjectdetails,plate in cabinet above toast,train,agent,n,other,
informationonobjectdetails,in cabinet above toast,train,agent,n,other,
informationonobjectdetails,tomato in microwave,train,agent,n,other,
informationonobjectdetails,mug is near the sink,train,agent,n,other,
informationonobjectdetails,bread is in the black drawer,train,agent,n,other,
informationonobjectdetails,next to fridge,train,agent,n,other,
informationonobjectdetails,tomato is in the microwave,train,agent,n,other,
informationonobjectdetails,plate is in the bottom cabinet right to sink,train,agent,n,other,
informationonobjectdetails,You can find one on the chair by the table,train,agent,n,other,
informationonobjectdetails,and there is a pot on the hob already,train,agent,n,other,
informationonobjectdetails,There is another potato in the cupboard above the microwave,train,agent,n,other,
informationonobjectdetails,potato is near the sink,train,agent,n,other,
informationonobjectdetails,next to toaster,train,agent,n,other,
informationonobjectdetails,tomato is by the sink,train,agent,n,other,
informationonobjectdetails,on the stove,train,agent,n,other,
informationonobjectdetails,the pan is on the right front of the stove,train,agent,n,other,
informationonobjectdetails,under the sink,train,agent,n,other,
informationonobjectdetails,right hand cabinent,train,agent,n,other,
informationonobjectdetails,straight ahead,train,agent,n,other,
informationonobjectdetails,the green,train,agent,n,other,
informationonobjectdetails,GREEN,train,agent,n,other,
informationonobjectdetails,on back of commode,train,agent,n,other,
informationonobjectdetails,knife in drawer above sink,train,agent,n,other,
informationonobjectdetails,near toaster,train,agent,n,other,
informationonobjectdetails,there should be one in the big cup in the skink,train,agent,n,other,
informationonobjectdetails,clean mug is near toaster,train,agent,n,other,
informationonobjectdetails,inside the cabinet below toaster,train,agent,n,other,
informationonobjectdetails,another mug is inside the fridge,train,agent,n,other,
informationonobjectdetails,or check the cabinet above toaster for the clean mug,train,agent,n,other,
informationonobjectdetails,there's a knife to your right,train,agent,n,other,
informationonobjectdetails,there's a tomato in the fridge,train,agent,n,other,
informationonobjectdetails,the potato is on the table,train,agent,n,other,
informationonobjectdetails,"the knife is in the cupboard above the microwave, right side",train,agent,n,other,
informationonobjectdetails,there is one on the table,train,agent,n,other,
informationonobjectdetails,The knife is in the lower big cabinet across from the fridge,train,agent,n,other,
informationonobjectdetails,I'll do another search for the knife,train,agent,n,other,
informationonobjectdetails,Now showing in the upper right cabinet over the stove,train,agent,n,other,
informationonobjectdetails,(next to the toaster).,train,agent,n,other,
informationonobjectdetails,In the cabinet just below the toaster,train,agent,n,other,
informationonobjectdetails,"Or that one on the counter works, too LOL",train,agent,n,other,
informationonobjectdetails,If you look on the counter with the bread to our left,train,agent,n,other,
informationonobjectdetails,you'll see salt shakers sitting on top of the plate,train,agent,n,other,
informationonobjectdetails,Plate is ridght of stove,train,agent,n,other,
informationonobjectdetails,lettuce is on the chair,train,agent,n,other,
informationonobjectdetails,one tomato slice and 2 slices of lettuce,train,agent,n,other,
informationonobjectdetails,there a mug by the microwave,train,agent,n,other,
informationonobjectdetails,mug in cabinet above fridge,train,agent,n,other,
informationonobjectdetails,far right one,train,agent,n,other,
informationonobjectdetails,and another one on the drawer unit next to the sink,train,agent,n,other,
informationonobjectdetails,lettuce is inseide the cabinet under the toaster,train,agent,n,other,
informationonobjectdetails,put everything on the plate near the stove,train,agent,n,other,
informationonobjectdetails,2 handheld items on the coffee table infront of sofa,train,agent,n,other,
informationonobjectdetails,2 remotes on the chairs of the table,train,agent,n,other,
informationonobjectdetails,another item is inside the cabinet below the tv,train,agent,n,other,
informationonobjectdetails,"credit card, key chain, remote etc",train,agent,n,other,
informationonobjectdetails,not the pillow,train,agent,n,other,
informationonobjectdetails,6 items total,train,agent,n,other,
informationonobjectdetails,first try the items on the coffee table infront of sofa,train,agent,n,other,
informationonobjectdetails,not that statue,train,agent,n,other,
informationonobjectdetails,not the box,train,agent,n,other,
informationonobjectdetails,just the card,train,agent,n,other,
informationonobjectdetails,remove the statue,train,agent,n,other,
informationonobjectdetails,1 more remote near the table,train,agent,n,other,
informationonobjectdetails,on the extreme corner one to the wall,train,agent,n,other,
informationonobjectdetails,it is there,train,agent,n,other,
informationonobjectdetails,the last item is inside the cabinet below the tv,train,agent,n,other,
informationonobjectdetails,just 1,train,agent,n,other,
informationonobjectdetails,card is there,train,agent,n,other,
informationonobjectdetails,its on a table withbrown surface,train,agent,n,other,
informationonobjectdetails,near the cooker,train,agent,n,other,
informationonobjectdetails,the potato is on the shelf above the microwave,train,agent,n,other,
informationonobjectdetails,the shelf above the microwave,train,agent,n,other,
informationonobjectdetails,The knife is between the plate and the plant there,train,agent,n,other,
informationonobjectdetails,The plate is on the table already. Just take the salt shaker off of it first ),train,agent,n,other,
informationonobjectdetails,there's a bowl in the fridge,train,agent,n,other,
informationonobjectdetails,there should be one in the fridge,train,agent,n,other,
informationonobjectdetails,lettuce on the chair,train,agent,n,other,
informationonobjectdetails,"mug, in cabinet to the right of stove.",train,agent,n,other,
informationonobjectdetails,one in cabinet to right of microwave,train,agent,n,other,
informationonobjectdetails,any cabinet,train,agent,n,other,
informationonobjectdetails,another tomato in frigerator,train,agent,n,other,
informationonobjectdetails,other cabinet,train,agent,n,other,
informationonobjectdetails,must be another one,train,agent,n,other,
informationonobjectdetails,cabinet to left over refrigerator,train,agent,n,other,
informationonobjectdetails,goes with other two,train,agent,n,other,
informationonobjectdetails,remote is on the sofa,train,agent,n,other,
informationonobjectdetails,another one is under the tv cabinet,train,agent,n,other,
informationonobjectdetails,there is one on the table as well,train,agent,n,other,
informationonobjectdetails,there should be one in the sink,train,agent,n,other,
informationonobjectdetails,and the last one is on the bench nezt to the table,train,agent,n,other,
informationonobjectdetails,its on the dining table,train,agent,n,other,
informationonobjectdetails,its in the microwave,train,agent,n,other,
informationonobjectdetails,put in a plate that is next to the microwave,train,agent,n,other,
informationonobjectdetails,the first is already in the tub,train,agent,n,other,
informationonobjectdetails,the other two are on either side of the sink,train,agent,n,other,
informationonobjectdetails,one is on the left the other on the right,train,agent,n,other,
informationonobjectdetails,its next to the sink,train,agent,n,other,
informationonobjectdetails,there is a knife on the counter above the recycle bin,train,agent,n,other,
informationonobjectdetails,lettuce is in fridge,train,agent,n,other,
informationonobjectdetails,left to coffee maker,train,agent,n,other,
informationonobjectdetails,potato is on the stove,train,agent,n,other,
informationonobjectdetails,plate is in the fridge,train,agent,n,other,
informationonobjectdetails,it is in the bin,train,agent,n,other,
informationonobjectdetails,it is on the counter near the lettuce,train,agent,n,other,
informationonobjectdetails,it is on teh wooden shelf,train,agent,n,other,
informationonobjectdetails,One is on the center table,train,agent,n,other,
informationonobjectdetails,The other one is beside the cooker to the right,train,agent,n,other,
informationonobjectdetails,one is on that couch,train,agent,n,other,
informationonobjectdetails,the long one,train,agent,n,other,
informationonobjectdetails,infornt of you,train,agent,n,other,
informationonobjectdetails,infront,train,agent,n,other,
informationonobjectdetails,now the plate is in the upper cabinet at the end of the counter behind you,train,agent,n,other,
informationonobjectdetails,The big ones to the far right.,train,agent,n,other,
informationonobjectdetails,acrooss from the fridge,train,agent,n,other,
informationonobjectdetails,Not the one next to the microwave...To the right of those,train,agent,n,other,
informationonobjectdetails,Should be the top one,train,agent,n,other,
informationonobjectdetails,first bowl is next to the stove,train,agent,n,other,
informationonobjectdetails,the next bowl is in the fridge,train,agent,n,other,
informationonobjectdetails,the third bowl is in the microwave,train,agent,n,other,
informationonobjectdetails,I see one on a chair,train,agent,n,other,
informationonobjectdetails,the tomato is on the table,train,agent,n,other,
informationonobjectdetails,its on the chair near the table,train,agent,n,other,
informationonobjectdetails,its inside the drawer beneath the sink,train,agent,n,other,
informationonobjectdetails,theres also one on the counter',train,agent,n,other,
informationonobjectdetails,knife is close to the oven,train,agent,n,other,
informationonobjectdetails,u are looking at it straight ahead,train,agent,n,other,
informationonobjectdetails,drawers to the right the ones farhtest from the ones beneath the sink,train,agent,n,other,
informationonobjectdetails,next the toaster,train,agent,n,other,
informationonobjectdetails,next to*,train,agent,n,other,
informationonobjectdetails,in the cabinet above the microwave,train,agent,n,other,
informationonobjectdetails,there is more in the fridge as well,train,agent,n,other,
informationonobjectdetails,on the top shelf of the shelf there is another piece of silverware,train,agent,n,other,
informationonobjectdetails,"in the cupboard below the sink, to the left",train,agent,n,other,
informationonobjectdetails,there is another on the table,train,agent,n,other,
informationonobjectdetails,inbetween the kettle and the lettuce,train,agent,n,other,
informationonobjectdetails,There is a final piece of silverware in the cabinet above the coffe machine,train,agent,n,other,
informationonobjectdetails,i left it on one of the stools,train,agent,n,other,
informationonobjectdetails,the bowl should be on the tab;e,train,agent,n,other,
informationonobjectdetails,There's a tomato in the cabinet to the left of the stove,train,agent,n,other,
informationonobjectdetails,bottom,train,agent,n,other,
informationonobjectdetails,the knife is between the coffee pot and the toaster,train,agent,n,other,
informationonobjectdetails,There is a plate to the right of the coffee maker.,train,agent,n,other,
informationonobjectdetails,there should be one in the cupboard below the sink,train,agent,n,other,
informationonobjectdetails,mug is on the white table,train,agent,n,other,
informationonobjectdetails,lettuce and tomato are on white table opposite to each other,train,agent,n,other,
informationonobjectdetails,knife is inside the fridge,train,agent,n,other,
informationonobjectdetails,potato is on the stool next to whitw table,train,agent,n,other,
informationonobjectdetails,white table,train,agent,n,other,
informationonobjectdetails,it is indicating the box,train,agent,n,other,
informationonobjectdetails,the other is the sofa,train,agent,n,other,
informationonobjectdetails,try the floor,train,agent,n,other,
informationonobjectdetails,there is one where you removed the laptop,train,agent,n,other,
informationonobjectdetails,its on the counter top,train,agent,n,other,
informationonobjectdetails,potatois on the dining cahir,train,agent,n,other,
informationonobjectdetails,that is on the dinning chair,train,agent,n,other,
informationonobjectdetails,micro,train,agent,n,other,
informationonobjectdetails,"That works, My screen shows a microwave next to the toaster. odd",train,agent,n,other,
informationonobjectdetails,The first one is on the table next to the apple.,train,agent,n,other,
informationonobjectdetails,The next one is on the chair,train,agent,n,other,
informationonobjectdetails,There is one more mug on the counter,train,agent,n,other,
informationonobjectdetails,next to the brown wooden box by the sink,train,agent,n,other,
informationonobjectdetails,But it is highlighting the one next to the toaster.,train,agent,n,other,
informationonobjectdetails,"one is inside the microwave, take it.",train,agent,n,other,
informationonobjectdetails,the another pepper shaker is on the round table right next to coffee maker,train,agent,n,other,
informationonobjectdetails,Plate is at the bottom cabinet under coffee maker,train,agent,n,other,
informationonobjectdetails,"Right of stove, there is a cabinet",train,agent,n,other,
informationonobjectdetails,one should be next to the coffee machine,train,agent,n,other,
informationonobjectdetails,The newspaper is in the drawer on the coffee table.,train,agent,n,other,
informationonobjectdetails,Below the laptop,train,agent,n,other,
informationonobjectdetails,Oh not in the drawer just on the shelf,train,agent,n,other,
informationonobjectdetails,The coffee table in front of the couch,train,agent,n,other,
informationonobjectdetails,The mug is in the drawer to the right of the sink,train,agent,n,other,
informationonobjectdetails,"Maybe try the cabinet next to that, to the right",train,agent,n,other,
informationonobjectdetails,or the fridge,train,agent,n,other,
informationonobjectdetails,one plate is on the left of the fridge,train,agent,n,other,
informationonobjectdetails,there should be bread in the fridge,train,agent,n,other,
informationonobjectdetails,and another on the counter next to the fridge,train,agent,n,other,
informationonobjectdetails,Book is on the table.,train,agent,n,other,
informationonobjectdetails,"That is the table, the bed is blue",train,agent,n,other,
informationonobjectdetails,one by the sink on the right,train,agent,n,other,
informationonobjectdetails,next one is in the cabinet above the sink to your left,train,agent,n,other,
informationonobjectdetails,the last one is in the cabinet next to the stove,train,agent,n,other,
informationonobjectdetails,the right side one,train,agent,n,other,
informationonobjectdetails,the bigger one,train,agent,n,other,
informationonobjectdetails,the sink,train,agent,n,other,
informationonobjectdetails,It is located to the right of the sink.,train,agent,n,other,
informationonobjectdetails,tomato is in fridge,train,agent,n,other,
informationonobjectdetails,one is in the cabinet to the right of the sink,train,agent,n,other,
informationonobjectdetails,lower cabinet,train,agent,n,other,
informationonobjectdetails,the other is in the far right long cabinet to the right of the sink next to the light switch,train,agent,n,other,
informationonobjectdetails,the other rag is in the middle cabinet just above the cabinet you go the towel out of,train,agent,n,other,
informationonobjectdetails,There are two beside the white table,train,agent,n,other,
informationonobjectdetails,In the trash,train,agent,n,other,
informationonobjectdetails,knife is in the cupboard under the lettuce,train,agent,n,other,
informationonobjectdetails,tomato is in the drawer under the coffee machine,train,agent,n,other,
informationonobjectdetails,or check the tomato on a dirty plate on the counter,train,agent,n,other,
informationonobjectdetails,okay check in the microwave,train,agent,n,other,
informationonobjectdetails,The knife is in the fridge,train,agent,n,other,
informationonobjectdetails,It is in front of you under the salt,train,agent,n,other,
informationonobjectdetails,newspaper is on the brown table,train,agent,n,other,
informationonobjectdetails,The potato is in the fridge,train,agent,n,other,
informationonobjectdetails,The microwave is to the left of the coffee pot,train,agent,n,other,
informationonobjectdetails,Next to the toaster,train,agent,n,other,
informationonobjectdetails,There is a clean bowl in the sink,train,agent,n,other,
informationonobjectdetails,the plate can be located below the kitchen island,train,agent,n,other,
informationonobjectdetails,on table,train,agent,n,other,
informationonobjectdetails,bread is in fridge,train,agent,n,other,
informationonobjectdetails,tomato is in top shelf of microwave,train,agent,n,other,
informationonobjectdetails,plate is between sink and stove,train,agent,n,other,
informationonobjectdetails,There is a clean mug in the fridge,train,agent,n,other,
informationonobjectdetails,beside thje sink,train,agent,n,other,
informationonobjectdetails,and the mug in the sink,train,agent,n,other,
informationonobjectdetails,I see one mug in the coffee maker.,train,agent,n,other,
informationonobjectdetails,the knife is in the cabinet below the sink,train,agent,n,other,
informationonobjectdetails,tomato is in the above cabinet above the fridge,train,agent,n,other,
informationonobjectdetails,knife is in the microwave,train,agent,n,other,
informationonobjectdetails,potato is behind you,train,agent,n,other,
informationonobjectdetails,on the island,train,agent,n,other,
informationonobjectdetails,right to you on table,train,agent,n,other,
informationonobjectdetails,in the waste basket,train,agent,n,other,
informationonobjectdetails,and down,train,agent,n,other,
informationonobjectdetails,cabinet by the fridge,train,agent,n,other,
informationonobjectdetails,bottom right,train,agent,n,other,
informationonobjectdetails,PLate is next to the microwave,train,agent,n,other,
informationonobjectdetails,The remote is on the couch.,train,agent,n,other,
informationonobjectdetails,get plate from cabinet above coffe maker,train,agent,n,other,
informationonobjectdetails,that is a bowl,train,agent,n,other,
informationonobjectdetails,Mug is in the microwave,train,agent,n,other,
informationonobjectdetails,lettuce is intthe microwave,train,agent,n,other,
informationonobjectdetails,knife is by the toaster,train,agent,n,other,
informationonobjectdetails,toaster is by the stove,train,agent,n,other,
informationonobjectdetails,potato on stool,train,agent,n,other,
informationonobjectdetails,lettuce in cabinet above toaster,train,agent,n,other,
informationonobjectdetails,potato is next to the stove,train,agent,n,other,
informationonobjectdetails,there is another potato next to the toaster can you also add it to the cabinet,train,agent,n,other,
informationonobjectdetails,knife is next to sink,train,agent,n,other,
informationonobjectdetails,"grab a plate,it is in the bottom cabinet under the coffee maker",train,agent,n,other,
informationonobjectdetails,in the top cabinet above where you placed the dirty plate,train,agent,n,other,
informationonobjectdetails,on the white table,train,agent,n,other,
informationonobjectdetails,check the cabinet to the right of the sink,train,agent,n,other,
informationonobjectdetails,under the sink*,train,agent,n,other,
informationonobjectdetails,which is on the counter at the corner,train,agent,n,other,
informationonobjectdetails,knife is on the round table,train,agent,n,other,
informationonobjectdetails,"then I need 2 slices of tomatoes, which is in the left unit above the sink",train,agent,n,other,
informationonobjectdetails,which is in the top corner unit,train,agent,n,other,
informationonobjectdetails,it is in the corner top iunit,train,agent,n,other,
informationonobjectdetails,next to this one,train,agent,n,other,
informationonobjectdetails,open the unit next to it,train,agent,n,other,
informationonobjectdetails,there is one on the tabke,train,agent,n,other,
informationonobjectdetails,"actually there are two on the table,",train,agent,n,other,
informationonobjectdetails,there should be one in the microwave,train,agent,n,other,
informationonobjectdetails,and a second one on the dining room table,train,agent,n,other,
informationonobjectdetails,mug is next to stove,train,agent,n,other,
informationonobjectdetails,knife is in the below cabinet left down to stove,train,agent,n,other,
informationonobjectdetails,There is lettuce under the sink,train,agent,n,other,
informationonobjectdetails,The knife is in the fridge.,train,agent,n,other,
informationonobjectdetails,We need 2 slices of lettuce,train,agent,n,other,
informationonobjectdetails,It's on the chair on the other side of the island,train,agent,n,other,
informationonobjectdetails,The tomato is in the cupboard on top of the microwave,train,agent,n,other,
informationonobjectdetails,And the microwave is on top of the stove,train,agent,n,other,
informationonobjectdetails,the bowl is inside the microwave,train,agent,n,other,
informationonobjectdetails,left side of the stive,train,agent,n,other,
informationonobjectdetails,1 slice in a clean plate,train,agent,n,other,
informationonobjectdetails,You should find a potato in the fridge,train,agent,n,other,
informationonobjectdetails,And there is a pot to the right of the fridge,train,agent,n,other,
informationonobjectdetails,one is at the centre,train,agent,n,other,
informationonobjectdetails,inside white box,train,agent,n,other,
informationonobjectdetails,on the stool the otherside of the conter,train,agent,n,other,
informationonobjectdetails,counter,train,agent,n,other,
informationonobjectdetails,there is a plate on the counter under a mug,train,agent,n,other,
informationonobjectdetails,there is a tomato on the island,train,agent,n,other,
informationonobjectdetails,by the bread,train,agent,n,other,
informationonobjectdetails,or get tomato by stove,train,agent,n,other,
informationonobjectdetails,by the bread and microwave,train,agent,n,other,
informationonobjectdetails,there is one in front of,train,agent,n,other,
informationonobjectdetails,you,train,agent,n,other,
informationonobjectdetails,in cabinet above tomato,train,agent,n,other,
informationonobjectdetails,cup is left of microwave,train,agent,n,other,
informationonobjectdetails,only thr remote controls that are not on armchair,train,agent,n,other,
informationonobjectdetails,remote is back to tv,train,agent,n,other,
informationonobjectdetails,there is one on the countertop,train,agent,n,other,
informationonobjectdetails,potato is beside coffee maker,train,agent,n,other,
informationonobjectdetails,there is a mug in the garbage can,train,agent,n,other,
informationonobjectdetails,The first is located on my desk,train,agent,n,other,
informationonobjectdetails,The next alarm clock is located on the desk chair,train,agent,n,other,
informationonobjectdetails,lettuce is inside the upper cabinet left to the stove,train,agent,n,other,
informationonobjectdetails,knife is inside the upper cabinet extreme right to the wah basin,train,agent,n,other,
informationonobjectdetails,wash basin,train,agent,n,other,
informationonobjectdetails,It should be in the fridge,train,agent,n,other,
informationonobjectdetails,the knife is on the shelf,train,agent,n,other,
informationonobjectdetails,the tomato is in the fridge,train,agent,n,other,
informationonobjectdetails,The potato you took out of the sink,train,agent,n,other,
informationonobjectdetails,it is on teh counter next to the sink,train,agent,n,other,
informationonobjectdetails,there is one on the small stool by the table,train,agent,n,other,
informationonobjectdetails,there is a remote in the trash,train,agent,n,other,
informationonobjectdetails,the other one is in the white bowl on the coffee table,train,agent,n,other,
informationonobjectdetails,one is inside the fridge,train,agent,n,other,
informationonobjectdetails,the another one is on the coffee maker,train,agent,n,other,
informationonobjectdetails,plate is infront of coffee maker,train,agent,n,other,
informationonobjectdetails,done,train,agent,n,other,
informationonobjectdetails,Knife is in middle of table,train,agent,n,other,
informationonobjectdetails,top cabinets of microwave,train,agent,n,other,
informationonobjectdetails,potatoes are in fridge,train,agent,n,other,
informationonobjectdetails,find plate on top of coffee maker,train,agent,n,other,
informationonobjectdetails,Cloth is right of washbasin,train,agent,n,other,
informationonobjectdetails,The bread is in the cabinet below the sink,train,agent,n,other,
informationonobjectdetails,The knife is to the left of the sink,train,agent,n,other,
informationonobjectdetails,The lettuce is in the cabinet below the microwave,train,agent,n,other,
informationonobjectdetails,The tomato is to the right of the fridge on the table,train,agent,n,other,
informationonobjectdetails,The plate is on the table beside the plant,train,agent,n,other,
informationonobjectdetails,the mug should be on the table,train,agent,n,other,
informationonobjectdetails,theres a plate on the counter to the left of the stove,train,agent,n,other,
informationonobjectdetails,one near the tv,train,agent,n,other,
informationonobjectdetails,one on the coffee table,train,agent,n,other,
informationonobjectdetails,one on coffee table near the sofa,train,agent,n,other,
informationonobjectdetails,there is a mug behind the lettuce,train,agent,n,other,
informationonobjectdetails,on the cabinet on top of the microwave,train,agent,n,other,
informationonobjectdetails,the lettuce is in the cabinet above the salt shakers,train,agent,n,other,
informationonobjectdetails,the potato is to the left of the stove,train,agent,n,other,
informationonobjectdetails,in the gray bind,train,agent,n,other,
informationonobjectdetails,bin,train,agent,n,other,
informationonobjectdetails,they are on the couch,train,agent,n,other,
informationonobjectdetails,red couch,train,agent,n,other,
informationonobjectdetails,search around a little,train,agent,n,other,
informationonobjectdetails,check the tables,train,agent,n,other,
informationonobjectdetails,yeah there's one in the trash bin,train,agent,n,other,
informationonobjectdetails,tomato is in the dustbin on your left,train,agent,n,other,
informationonobjectdetails,lettuce on the counter,train,agent,n,other,
informationonobjectdetails,knife in the fridge,train,agent,n,other,
informationonobjectdetails,potato in the sink,train,agent,n,other,
informationonobjectdetails,there is one between the sinks,train,agent,n,other,
informationonobjectdetails,potato on counter right of sink,train,agent,n,other,
informationonobjectdetails,There is one on a black stool,train,agent,n,other,
informationonobjectdetails,There is one a black stool behind the table and one on top of the table.,train,agent,n,other,
informationonobjectdetails,The stool has 2 tomato on it as well.,train,agent,n,other,
informationonobjectdetails,The cabinet under the drawer.,train,agent,n,other,
informationonobjectdetails,There is one more on the table next to the lettuce.,train,agent,n,other,
informationonobjectdetails,one in the fridge,train,agent,n,other,
informationonobjectdetails,the other sink,train,agent,n,other,
informationonobjectdetails,above the sink is a cabinet open it,train,agent,n,other,
informationonobjectdetails,mug us next to the oven,train,agent,n,other,
informationonobjectdetails,there is one in the bin,train,agent,n,other,
informationonobjectdetails,the plate is in the microwave,train,agent,n,other,
informationonobjectdetails,the upper cabinet,train,agent,n,other,
informationonobjectdetails,the cabinet under the sink,train,agent,n,other,
informationonobjectdetails,The first can be found in the fridge,train,agent,n,other,
informationonobjectdetails,"The second spatula is in the sink,",train,agent,n,other,
informationonobjectdetails,tomato is on the stool beside the stove,train,agent,n,other,
informationonobjectdetails,dirty plate is beside basin,train,agent,n,other,
informationonobjectdetails,The mug is the black table,train,agent,n,other,
informationonobjectdetails,The bread is behind you,train,agent,n,other,
informationonobjectdetails,maybe the small one above the stove to the right,train,agent,n,other,
informationonobjectdetails,try moving it to a little cabinet (to the right above the stove),train,agent,n,other,
informationonobjectdetails,yeah that one!,train,agent,n,other,
informationonobjectdetails,i searched cup and the only cup that shows was the one you put away,train,agent,n,other,
informationonobjectdetails,now it's showing under the microwave!,train,agent,n,other,
informationonobjectdetails,in the cupboard there's a cup,train,agent,n,other,
informationonobjectdetails,the salt shaker is on the table,train,agent,n,other,
informationonobjectdetails,Mug is in bowl on table left of coffee maker,train,agent,n,other,
informationonobjectdetails,There is bread inside fridge,train,agent,n,other,
informationonobjectdetails,Tomato is on table,train,agent,n,other,
informationonobjectdetails,Plate is on top cabinet of sink,train,agent,n,other,
informationonobjectdetails,I see a cup on the table.,train,agent,n,other,
informationonobjectdetails,There is another on the coffee pot,train,agent,n,other,
informationonobjectdetails,The potato is infront of you ontop of the counter,train,agent,n,other,
informationonobjectdetails,one is next to the fridge on the ocunter,train,agent,n,other,
informationonobjectdetails,all the dishes in the sink,train,agent,n,other,
informationonobjectdetails,behind you is a dish grab,train,agent,n,other,
informationonobjectdetails,and after that one the last dish is the bowl above the plate you just grab,train,agent,n,other,
informationonobjectdetails,next to the lettuce,train,agent,n,other,
informationonobjectdetails,you need to be in the right position to place in the sink or it wont let you,train,agent,n,other,
informationonobjectdetails,it was on the counter in front of me but now it is gone,train,agent,n,other,
informationonobjectdetails,The Chair is next to the couch,train,agent,n,other,
informationonobjectdetails,There is a newspaper on the couch put in the box on the chair,train,agent,n,other,
informationonobjectdetails,"There is a newspaper under the box on the chair, put it in the box also",train,agent,n,other,
informationonobjectdetails,The center couch,train,agent,n,other,
informationonobjectdetails,turn to your right,train,agent,n,other,
informationonobjectdetails,It says the knife is in the fridge?,train,agent,n,other,
informationonobjectdetails,Well look at that!,train,agent,n,other,
informationonobjectdetails,On the table,train,agent,n,other,
informationonobjectdetails,at the counter next to fridge,train,agent,n,other,
informationonobjectdetails,near the toaster,train,agent,n,other,
informationonobjectdetails,The next alarm clock is located in the unit cupboard,train,agent,n,other,
informationonobjectdetails,it's in the right most cupboard,train,agent,n,other,
informationonobjectdetails,The bread is to the left of the fridge on the counter,train,agent,n,other,
informationonobjectdetails,The knife is on the chair at the kitchen table,train,agent,n,other,
informationonobjectdetails,there is a clean plate to the right of the sink,train,agent,n,other,
informationonobjectdetails,first watch is on the black side table right to the sofa with the laptop,train,agent,n,other,
informationonobjectdetails,the next watch is in the flower pot,train,agent,n,other,
informationonobjectdetails,next to the window,train,agent,n,other,
informationonobjectdetails,There is a knife behind the sink,train,agent,n,other,
informationonobjectdetails,There is a plate next to the toaster,train,agent,n,other,
informationonobjectdetails,first pa is on thestove,train,agent,n,other,
informationonobjectdetails,pan*,train,agent,n,other,
informationonobjectdetails,not vessel,train,agent,n,other,
informationonobjectdetails,another pan is on the table to your left,train,agent,n,other,
