dialog_act,utterances,split,actor
instruction,We need a second piece of toast on the plate,train,User
instruction,Put a slice of lettuce on the plate.,train,User
instruction,Get a slice of tomato.,train,User
instruction,Put a slice of tomato in the bowl,train,User
instruction,Pick the smallest slice,train,User
instruction,please make a slice of toast,train,User
instruction,Put toast on plate when toasted,train,User
instruction,Pick the tomato,train,User
instruction,Now get a plate,train,User
instruction,Get the plate on the white table first,train,User
instruction,Put two slices of tomato and one slice of lettuce on that plate.,train,User
instruction,you should be able to,train,User
instruction,find spoon on book shelf,train,User
instruction,put spoon in any drawer,train,User
instruction,put it in any box,train,User
instruction,fist we have to slice the lettuce,train,User
instruction,Next need to cook 2 slices of potato,train,User
instruction,Now all the items need to put on a clean plate,train,User
instruction,Prepare some coffee in a clean mug.,train,User
instruction,boiling a potatoe,train,User
instruction,put in a pot of water,train,User
instruction,find a pot,train,User
instruction,check the counter for a pot,train,User
instruction,the whole counter,train,User
instruction,place potatoe in it,train,User
instruction,then take to sink and fill with water,train,User
instruction,clear sink first,train,User
instruction,ok remove the potatoe,train,User
instruction,drop the big pot,train,User
instruction,put potatoe in there,train,User
instruction,then take to the stove,train,User
instruction,put the potatoe in the pot and go to the stove,train,User
instruction,one left grab it,train,User
instruction,try a pan,train,User
instruction,yea try boil in the microwave,train,User
instruction,or you can still use that on the stove,train,User
instruction,place on the stove,train,User
instruction,stove,train,User
instruction,either way,train,User
instruction,plnow place the potatoe in the pot,train,User
instruction,our task is to clean all plates,train,User
instruction,rinse with water and we're doen,train,User
instruction,We will place all drinkware on the dining table,train,User
instruction,Take the cup out of the sink,train,User
instruction,Open the microwave,train,User
instruction,Take the cup,train,User
instruction,Place on table,train,User
instruction,Next clen the plate,train,User
instruction,Place the tomato slice on that plate,train,User
instruction,Please put all eggs in one cabinet,train,User
instruction,please make a cup of coffee,train,User
instruction,make a plate of toast please,train,User
instruction,Just need to toast the slice of bread,train,User
instruction,then put on clean plate,train,User
instruction,cook 2 slices of potato and serve in a bowl,train,User
instruction,can you grab it from this position?,train,User
instruction,see if you can cook potato in the pot,train,User
instruction,both slices cooked,train,Agent
instruction,both slices need to be in a clean bowl,train,User
instruction,please make a slice of tomato using a knife,train,User
instruction,and place it in a clean bowl,train,User
instruction,then rinse the dirty plate,train,User
instruction,clean the dirty plate now,train,User
instruction,where is plate?,train,Agent
instruction,we need to clean all the bowls,train,User
instruction,rinse it with water in sink,train,User
instruction,Place it in sink and rinse,train,User
instruction,put all3  spatula in one cabinet,train,User
instruction,move to the righ,train,User
instruction,great 2 more to go,train,User
instruction,one more to go.,train,User
instruction,Could you help me make a sandwich,train,User
instruction,I would like you first to slice and then toast some bread,train,User
instruction,Could you also slice up some lettuce using the knife,train,User
instruction,just one for now,train,User
instruction,"if you could assemble it on a plate,",train,User
instruction,has the bread been toasted?,train,User
instruction,you might need to switch on the toaster with the bread inside,train,User
instruction,I think it needs a little more toasting,train,User
instruction,if you could try toasting a second piece,train,User
instruction,could you place it all on a plate,train,User
instruction,could you try placing the other slice of toast on the plate too,train,User
instruction,today we need to prepare breakfast,train,User
instruction,you need to prepare 2 cups of coffee,train,User
instruction,pour water in the sink,train,User
instruction,just empty mug under the machine,train,User
instruction,just do the same thing with other mug,train,User
instruction,please remove the water first,train,User
instruction,on and off,train,User
instruction,place the cups near the stove,train,User
instruction,on your bottom right,train,User
instruction,slice an apple with a knife,train,User
instruction,two slices in the plate,train,User
instruction,2 slices of apple,train,User
instruction,remove one apple slice and place it in another plate,train,User
instruction,We are going to serve a slice of cooked potato on a plate.,train,User
instruction,so we are preparing coffee in a clean mug,train,User
instruction,please prepare coffee in a clean mug,train,User
instruction,Please clean it,train,User
instruction,today you need to put all the remotes on the sofa,train,User
instruction,pit all watch on one arm chair,train,User
instruction,Clean the dirty mug. Rinse it with water,train,User
instruction,Great! go to the coffee machine and prepare coffee in the clean mug,train,User
instruction,can you place all the cups onto the dining room table,train,User
instruction,please place them all on the dining table,train,User
instruction,Today you will be serving a slice of tomato on a plate,train,User
instruction,wash dirty mugs in the wash basin,train,User
instruction,pick the remotecontrol,train,User
instruction,try putting the newspaer on the coffee tablle,train,User
instruction,assemble all remotes in one firniture,train,User
instruction,slice toamtoe,train,User
instruction,tomatoe,train,User
instruction,try remove the pan and the bottle first,train,User
instruction,move doen,train,User
instruction,down,train,User
instruction,try moving slightly backwards,train,User
instruction,place sandiwich components on the plate,train,User
instruction,put watch on a single furniture,train,User
instruction,can you make a slice of toast please,train,User
instruction,please put the toast on it,train,User
instruction,Hey can you make a coffee for me please,train,User
instruction,Now we need to make a lettuce and tomato sandwich,train,User
instruction,Now a slice of tomato,train,User
instruction,and one more piece of toast,train,User
instruction,one more piece of toast to complete the sandwich please,train,User
instruction,and cook it in the microwave,train,User
instruction,turn off the tap to find it,train,User
instruction,cook a slice of potato in the microwave,train,User
instruction,put it on the right side of the wash basin,train,User
instruction,put it on the table,train,User
instruction,remove extra items from the oven,train,User
instruction,to place the slice inside directly,train,User
instruction,just the slice,train,User
instruction,not with plate,train,User
instruction,now place the slices in this order on the plate,train,User
instruction,p t p in this order,train,User
instruction,t p t,train,User
instruction,on the plate next to oven,train,User
instruction,take thin slice,train,User
instruction,move little forward,train,User
instruction,boiled slice of potato,train,User
instruction,from the oven,train,User
instruction,not the raw one,train,User
instruction,lets make salad.,train,User
instruction,dont boil,train,User
instruction,place the components on the plate,train,User
instruction,plate is next to microwave,train,User
instruction,remove the egg from plate,train,User
instruction,one slice potato and 2 slices of lettuce on plate,train,User
instruction,rinse the dirty plate with water,train,User
instruction,Please put the 2 sponges into the sink.,train,User
instruction,water plant please,train,User
instruction,Please slice a tomato,train,User
instruction,Please place 2 slices in a clean bowl,train,User
instruction,i'd like coffee in a clean mug,train,User
instruction,You will be putting all the cups on a dining table,train,User
instruction,Okay there's one more cup,train,User
instruction,Now it needs to go on the table,train,User
instruction,clean mug please and make coffee,train,User
instruction,make 2 slice of bread and toast,train,User
instruction,slice tomato and lettuce to the left of the sink,train,User
instruction,place everything on a plate,train,User
instruction,the put the plate on the dinning table,train,User
instruction,coffee?,train,User
instruction,on the table too,train,User
instruction,place all the 5 remotes onto the coffee table,train,User
instruction,I need help,train,User
instruction,Please put the forks on the dining table,train,User
instruction,Check the cupboard above the sink,train,User
instruction,get coffee mug,train,User
instruction,rinse in sink,train,User
instruction,dump water,train,User
instruction,take to the coffee maker,train,User
instruction,press the water drop button,train,User
instruction,dump,train,User
instruction,place and turn on,train,User
instruction,now put coffee in it,train,User
instruction,can you put 2 forks on the dining table for me please,train,User
instruction,lets cook potato in microwave,train,User
instruction,grab a ptato from the stool next to dinning table,train,User
instruction,on your left,train,User
instruction,place the potato in microwave,train,User
instruction,grab the knife from the fridge and slice the potato,train,User
instruction,place 2 slices of potato on the plate,train,User
instruction,total 3 slices,train,User
instruction,We need to serve a slice of tomato on a plate,train,User
instruction,Find knife,train,User
instruction,place it in the plate beside tomato,train,User
instruction,place tomato in the plate,train,User
instruction,please clean a plate,train,User
instruction,first we need to slice some bread with a knife,train,User
instruction,lets toast the bread in the toaster,train,User
instruction,lets put the toast on a plate,train,User
instruction,with one slice of lettuce,train,User
instruction,can you put the spatula in the sink,train,User
instruction,you may need to empty out the sink first,train,User
instruction,please could you clean the drinkware,train,User
instruction,You need to put them both on a single chair,train,User
instruction,put it on the wicker chair to the right,train,User
instruction,now get the other remote off the table,train,User
instruction,put alarm clocks on bed,train,User
instruction,Please cook 1 slice of potato.,train,User
instruction,Please cook the potato slice.,train,User
instruction,Please put the cooked potato on a clean plate.,train,User
instruction,place the components on a plate,train,User
instruction,another tomato slice,train,User
instruction,small slice,train,User
instruction,We need to clean the pot,train,User
instruction,Go left,train,User
instruction,pick up and rinse it,train,User
instruction,pour water out,train,User
instruction,Place it,train,User
instruction,place it aside,train,User
instruction,take the one which you have taken earlier,train,User
instruction,repeat the same,train,User
instruction,put the cloth on top of commode into a bathtub,train,User
instruction,Can you fill a mug with coffee for me,train,User
instruction,"sorry not toast, tomato",train,User
instruction,please put on plate,train,User
instruction,can you rinse out the cloth next left of the bath please,train,User
instruction,And serve on a clean plate,train,User
instruction,cook 1 slice of potato and serve in the plate,train,User
instruction,and finish the task,train,User
instruction,plate it,train,User
instruction,i'd lke my plant watered,train,User
instruction,it says that all salad components need to be place on a plate,train,User
instruction,try the tomato piece,train,User
instruction,take the bread from the table behind you,train,User
instruction,first take the knife from the shelf beside that same table,train,User
instruction,now slice the brfead,train,User
instruction,bread*,train,User
instruction,now take the slices of bread to the toaster,train,User
instruction,toaster ison the right side to the wash basin,train,User
instruction,toast the slices,train,User
instruction,2 toasts,train,User
instruction,now find the lettuce on the left side  of the stove,train,User
instruction,and slice it with knife,train,User
instruction,now place the toast and lettuce slice on the plate,train,User
instruction,find the plate on the table,train,User
instruction,2 slices of bread,train,User
instruction,remove the extra items from the plate,train,User
instruction,try placing the slices alternatively,train,User
instruction,"bread, lettuce, lettuce and bread",train,User
instruction,in this order,train,User
instruction,please clean 3 pots,train,User
instruction,CLEAN 3 POTS,train,User
instruction,coffee please,train,User
instruction,please put all the tomatoes in the fridge,train,User
instruction,Please make a salad,train,User
instruction,slice lettuce and tomato,train,User
instruction,I'd like 1 slice of lettuce and 2 slices of tomato,train,User
instruction,prepare cofffe in a clean mug,train,User
instruction,can you slice a potato and cook 2 slices and serve them to me on a plate please,train,User
instruction,onc cooked can you put the slices on the plate infornt of you pleasee,train,User
instruction,Place the salad on  a plate,train,User
instruction,Pace another slice of lettuce on the plate. Pick the smallest one,train,User
instruction,Place*,train,User
instruction,prepare a breakfast,train,User
instruction,get the cofffee mug,train,User
instruction,clean the mug in sink,train,User
instruction,shut off water first,train,User
instruction,and empty sink before cleaning mug,train,User
instruction,empty mug first,train,User
instruction,them turn on water,train,User
instruction,take coffee mug back to coffee maker,train,User
instruction,dump first,train,User
instruction,turn maker on,train,User
instruction,now make a sandwich,train,User
instruction,go grab a plate next to the fridge with a appe on it,train,User
instruction,or tomato,train,User
instruction,place on counter,train,User
instruction,empty space on counter',train,User
instruction,take to counter,train,User
instruction,back up so i can see,train,User
instruction,it need to be toasted now,train,User
instruction,you need to grab the bread first,train,User
instruction,not the half loaf the slice,train,User
instruction,you got a half loaf in your hand,train,User
instruction,2 sices,train,User
instruction,*slices,train,User
instruction,both slices after toasted,train,User
instruction,you have to remove before placing another toast,train,User
instruction,and place lettuce on same plate',train,User
instruction,put all the newspapers into once box,train,User
instruction,we to slice a tomato,train,User
instruction,retrieve the plate in the fridge,train,User
instruction,you will need to set the plate down first,train,User
instruction,You need to put the plate down,train,User
instruction,first prepare coffee in clean mug,train,User
instruction,one slice of lettuce,train,User
instruction,2 slices of toast and one slice of lettuce,train,User
instruction,place the coffee on the dinning table,train,User
instruction,all the items should be on countertop,train,User
instruction,not dinning table,train,User
instruction,place the coffee mug and plate on the counter top,train,User
instruction,Fill the container from the sink,train,User
instruction,Then pour in plant,train,User
instruction,can you try the red container,train,User
instruction,slice it and toast,train,User
instruction,place 1 toast onto the plate,train,User
instruction,Pick up the cloth,train,User
instruction,and clean it off in the water,train,User
instruction,You will need to empty the sink first,train,User
instruction,Then place the cloth and turn on the water to clean it,train,User
instruction,Could you please help me placing all the apples in the fridge,train,User
instruction,first we will clean a mug,train,User
instruction,please make coffee in mug then place mug on table..,train,User
instruction,next we will make a sandwich,train,User
instruction,slice bread please,train,User
instruction,use the knife to slice bread and lettuce.,train,User
instruction,now we just need to toast two pieces of bread!,train,User
instruction,and slice lettuce*,train,User
instruction,"finally, we need to place the salad components (2 toasted bread and lettuce) on a plate",train,User
instruction,no potato needed,train,User
instruction,lettuce and 2 pieces of toast,train,User
instruction,Cook 1 slice of potato,train,User
instruction,Cook it in oven,train,User
instruction,Put the cooked slice on plate,train,User
instruction,Place on it,train,User
instruction,i'd like a coffee please,train,User
instruction,we'll need to get two remotes and put on the armchair,train,User
instruction,place the box on the armchair,train,User
instruction,check the microwave,train,User
instruction,we need 2 slices,train,User
instruction,slice tomato too,train,User
instruction,1 tomato and 2 lettuce,train,User
instruction,slice tomato now,train,User
instruction,place all on plate,train,User
instruction,then place all components on it,train,User
instruction,slice only not half,train,User
instruction,place everthing on that plate,train,User
instruction,grab mug and place in coffee maker,train,User
instruction,empty water then place,train,User
instruction,can you make me a slice of toast please,train,User
instruction,can you put it on a clean plate,train,User
instruction,you should give me the command,train,Agent
instruction,Today you should make two slices of tomato,train,User
instruction,Take the plate on the counter in front of you and put two slices of tomato on it,train,User
instruction,put creditcards on bed,train,User
instruction,slice lettuce please,train,User
instruction,slice and cook 2 slices of potato,train,User
instruction,"put 1 lettuce, 1 tomato and 2 potato on the clean plate that is on the dining table",train,User
instruction,of potato,train,User
instruction,put all slices on a plate,train,User
instruction,that potato slicce,train,User
instruction,one tomato slice,train,User
instruction,Our task is to make a slice of tomato,train,User
instruction,and serve it in a clean bowl,train,User
instruction,now place the tomato in the bowl,train,User
instruction,place it on plate,train,User
instruction,place the tomato slice on a plate,train,User
instruction,We are going to start with rinsing the coffee mug.,train,User
instruction,"After rinsing the mug,",train,User
instruction,Turn the coffee pot on,train,User
instruction,Can you make me a coffee in a clean mug?,train,User
instruction,check the refrigerator,train,User
instruction,"next, please wash a bowl",train,User
instruction,place cooked potato slice in bowl please,train,User
instruction,look again,train,User
instruction,maybe that is turntable,train,User
instruction,instruction is clean all dishwares,train,User
instruction,lets make a slice of toast,train,User
instruction,wash a mug out in the sink,train,User
instruction,wash it out,train,User
instruction,if its clean grab it,train,User
instruction,grab coffe mug,train,User
instruction,go to coffee maker,train,User
instruction,to your left,train,User
instruction,place on coffee maker,train,User
instruction,remove,train,User
instruction,thats the mug i think we have to use,train,User
instruction,wash it and we will use that one,train,User
instruction,when you done place on the coffeemaker and start,train,User
instruction,Please slice the tomato on the table.,train,User
instruction,Please place 2 slices on a plate.,train,User
instruction,potato needs to be sliced,train,User
instruction,cook the sliced potato in microwave,train,User
instruction,put the plate where apple is there,train,User
instruction,remove the apple and place the plate,train,User
instruction,place the plate where apple was there,train,User
instruction,put the cooked slice on plate,train,User
instruction,clean all the bowls,train,User
instruction,you need to rinse it with water also,train,User
instruction,We will need to clean a cloth,train,User
instruction,Perfect and now we much rinse it with water,train,User
instruction,Perfect now we must do the same with the cloth,train,User
instruction,Please shut down the computer,train,User
instruction,please place the laptop on the sofa.,train,User
instruction,Put all newspapers on one coffee table.,train,User
instruction,Put the candle on a table,train,User
instruction,grab the plate next to stove and place the toast on the plate,train,User
instruction,please cook two slices of potato and serve in a bowl,train,User
instruction,you can start with the potato in the microwave,train,User
instruction,your cooked poato must be served in a clean bowl,train,User
instruction,the microwave or stove,train,User
instruction,i'd like the plant watered,train,User
instruction,put the remote controls on the single arm chair,train,User
instruction,try opening the fridge first,train,User
instruction,and move in closer,train,User
instruction,slice the tomato as well please,train,User
instruction,toast 2 slices of the bread please,train,User
instruction,we will need it,train,User
instruction,the toast and tomato go on the plate,train,User
instruction,use the clean plate,train,User
instruction,toast and tomato on the plate please,train,User
instruction,both slices of toasted bread,train,User
instruction,Clean all the clothes,train,User
instruction,search the object,train,Agent
instruction,Can you make a piece of toast please?,train,User
instruction,Walk a few steps ahead and then look to your right,train,User
instruction,Please toast a slice,train,User
instruction,place 1 slice of toast onto the plate,train,User
instruction,put all tissue box on one side table,train,User
instruction,Today we are going to make coffee.,train,User
instruction,Please clean it.,train,User
instruction,Now make coffee,train,User
instruction,tmake i slice of tomatoes,train,User
instruction,put the 2 slices of lattice on a plate,train,User
instruction,try smaller slices,train,User
instruction,try slicing the lattice again and placing the ends in the plate,train,User
instruction,add one more slice of lattice,train,User
instruction,You need to prepare coffee in a clean mug,train,User
instruction,Fill the mug with coffee.,train,User
instruction,Dump the water out and fill the mug with coffee.,train,User
instruction,Pour the water in to the sink and fill the mug with coffee,train,User
instruction,can you put 3 alarm clocks on the bed please,train,User
instruction,can you check the drawers for the other 2 please,train,User
instruction,You have to rinse the mug in water,train,User
instruction,Okay place the mug in the sink,train,User
instruction,Prepare coffee in the clean mug,train,User
instruction,1 x Make a slice of Tomato.,train,User
instruction,place the slice ona. clean plate,train,User
instruction,Put watches on one sofa,train,User
instruction,Put it on sofa,train,User
instruction,We are making a slice of toast.,train,User
instruction,Now go toast the slice,train,User
instruction,We need two slices of toast so toast the second one.,train,User
instruction,Now take a knife from the fridge,train,User
instruction,Find the lettuce on the left of the coffee-making machine and cut it.,train,User
instruction,Place the slices and the lettuce on it,train,User
instruction,Please put the watch on the coffee table.,train,User
instruction,please slice the lettuce on the table,train,User
instruction,now clean the bowl in the sink,train,User
instruction,place the slice in the bowl,train,User
instruction,Can you slice some lettuce with a knife,train,User
instruction,please then place a slice in the clean bowl next to the toaster,train,User
instruction,Today we're making a salad.,train,User
instruction,Now we need to cook 2 slices of potato.,train,User
instruction,you can use the microwave if you can't find a pan,train,User
instruction,It shouldn't,train,User
instruction,Please slice the tomato in front of the toaster,train,User
instruction,Please slice the potato in the last drawer on the far left of the counter,train,User
instruction,Cook one slice of potato.,train,User
instruction,Now retrieve the plate on the table for assembly,train,User
instruction,Now place 2 tomato slices on the plate.,train,User
instruction,Now the potato slice.,train,User
instruction,can you put teh egg in a cabinet please,train,User
instruction,make an slice of potato and cook it,train,User
instruction,Put 2 ladles in the sink.,train,User
instruction,please place all the spoons in a drawer,train,User
instruction,could you make me a coffee please?,train,User
instruction,put all smallhandheld objects in one table,train,User
instruction,open the door above red color object,train,User
instruction,open all the doors and see,train,User
instruction,put that keys on white table,train,User
instruction,put that remote also in same table,train,User
instruction,2 slices tomato on plate,train,User
instruction,first you need to find the knife,train,User
instruction,we also need to slice up a tomoto,train,User
instruction,"Okay, we need to slice the tomato with the knife",train,User
instruction,Now they must all go on a plate,train,User
instruction,two toast please,train,User
instruction,On a plate with a slice tomato,train,User
instruction,Place on clean plate,train,User
instruction,try a smaller slice of tomato if won't fit,train,User
instruction,put all remote control on one sofa,train,User
instruction,please can you make coffee?,train,User
instruction,one slice of lettuce and one slice of tomato please,train,User
instruction,actually make it 2 slices of tomato,train,User
instruction,the apples need to be put in a single cabinet,train,User
instruction,in the microwave and palce them above the coffee maker,train,User
instruction,place it in the cabinet,train,User
instruction,lets clean all the bowls,train,User
instruction,can you please cook a slice of potato?,train,User
instruction,now put it in a bowl,train,User
instruction,please put all pepper shakers in a cabinet,train,User
instruction,grab a potato.,train,User
instruction,take the water bowl on the table and place it on the stove,train,User
instruction,We need to serve 2 slices of tomato,train,User
instruction,We need to place tomato slices on plate,train,User
instruction,cook the 2 slices in the microwave,train,User
instruction,place 1 slice of lattice and 2 cooked potato on the clean plate,train,User
instruction,Please prepare breakfast,train,User
instruction,Please prepare coffee,train,User
instruction,Please slice lettuce which is in microwave,train,User
instruction,Slice potato and cook one slice,train,User
instruction,Cook 1 slice in microwave,train,User
instruction,Place all on plate,train,User
instruction,Now we need to place the plate beside stove,train,User
instruction,please could you water the plant,train,User
instruction,find watches,train,User
instruction,put watch in box,train,User
instruction,put it in same box,train,User
instruction,lets clean a plate,train,User
instruction,can you please place back in sink and turn sink on?,train,User
instruction,"The task is, you need to clean the dirty pan with water.",train,User
instruction,Turn the water on in the sink and rinse the pan.,train,User
instruction,Can you turn the sink on?,train,User
instruction,Can you move the white mug if its blocking?,train,User
instruction,clean the tableware,train,User
instruction,sorry we are making a salad,train,User
instruction,need 2 slices,train,User
instruction,put 2 slices lettuce 1 slice tomato on plate,train,User
instruction,could you please collect all the spoons and put them into the sink,train,User
instruction,can you put teh alarm clocks on the bed please,train,User
informationonobjectdetails,the bread is on the counter,train,User
informationonobjectdetails,by the lettuce,train,User
informationonobjectdetails,there should be a knife,train,User
informationonobjectdetails,in the drawer under the toaster,train,User
informationonobjectdetails,the toaster is by the fridge,train,User
informationonobjectdetails,under the toaster,train,User
informationonobjectdetails,the knife should be in there,train,User
informationonobjectdetails,there should also be a knife in the fridge,train,User
informationonobjectdetails,in the freezer,train,User
informationonobjectdetails,there are 3 loaves of bread,train,User
informationonobjectdetails,we will need the plate from the fridge,train,User
informationonobjectdetails,there's a mug in the fridge,train,User
informationonobjectdetails,The bowlk is on the table,train,User
informationonobjectdetails,located in the cabinet above the toaster,train,User
informationonobjectdetails,Sorry the potato on the chair,train,User
informationonobjectdetails,there is one on the chair,train,User
informationonobjectdetails,there is another on the coffee table,train,User
informationonobjectdetails,The lettuce is to the right of the stove in the cabinet under the toaster.,train,User
informationonobjectdetails,There is one in cabinet next to microwave,train,User
informationonobjectdetails,one is at the top of the toilet,train,User
informationonobjectdetails,the other one is in teh cupboard underneath the sink,train,User
informationonobjectdetails,closer to the wall,train,User
informationonobjectdetails,check on the brown shelf,train,User
informationonobjectdetails,plate is on the brown shelf,train,User
informationonobjectdetails,Bowl in fridge,train,User
informationonobjectdetails,the drawer where u stand,train,User
informationonobjectdetails,the drawer under the sink,train,User
informationonobjectdetails,from the shelf right above the wash basin,train,User
informationonobjectdetails,right below the lettuce,train,User
informationonobjectdetails,just beside the basin,train,User
informationonobjectdetails,toaster is right beside the stove,train,User
informationonobjectdetails,plate is in the drawer right below the tomato,train,User
informationonobjectdetails,right side of oven,train,User
informationonobjectdetails,left to lettuce,train,User
informationonobjectdetails,the shelf right to the white one,train,User
informationonobjectdetails,on the stool by the centre counter,train,User
informationonobjectdetails,its on the centre isle,train,User
informationonobjectdetails,It is on the couch.,train,User
informationonobjectdetails,There is one more on the couch.,train,User
informationonobjectdetails,mug on the chair by the table,train,User
informationonobjectdetails,the pot is on the stove,train,User
informationonobjectdetails,in the fridge,train,User
informationonobjectdetails,There is one on the table by the lettuce.,train,User
informationonobjectdetails,knife is by sink to right,train,User
informationonobjectdetails,tomato is above microwave,train,User
informationonobjectdetails,cabinet to right,train,User
informationonobjectdetails,lettuce in fridge,train,User
informationonobjectdetails,tomato is in the fridge,train,User
informationonobjectdetails,knife is also in the fridge,train,User
informationonobjectdetails,plate is in the bottom cabinet under the coffee maker,train,User
informationonobjectdetails,there is a knife close to the stove,train,User
informationonobjectdetails,there is a pan close to the microwave,train,User
informationonobjectdetails,near the stove,train,User
informationonobjectdetails,There is one remote on the dining table chair already,train,User
informationonobjectdetails,The alarm clock is in the bin in the corner of the room,train,User
informationonobjectdetails,The knife is close to the microwave,train,User
informationonobjectdetails,one is in the fridge,train,User
informationonobjectdetails,one in the top unit by the sink,train,User
informationonobjectdetails,Dirty plate is on the chair near middle table,train,User
informationonobjectdetails,pan,train,User
informationonobjectdetails,pan is on middle table,train,User
informationonobjectdetails,there should be a plate in the cupboard below the  lettuce,train,User
informationonobjectdetails,the clean plate should be in the cupboard below where you cut the lettuce,train,User
informationonobjectdetails,on the left side,train,User
informationonobjectdetails,bread in cabinet next to recycle bin,train,User
informationonobjectdetails,behind you,train,User
informationonobjectdetails,cabinet under micro,train,User
informationonobjectdetails,there is a potato in the fridge,train,User
informationonobjectdetails,this is in the cabinet above the fridge,train,User
informationonobjectdetails,the knife is on the same counter,train,User
informationonobjectdetails,sorry there is a tomato next to the stove,train,User
informationonobjectdetails,Is that it by the microwave?,train,User
informationonobjectdetails,it's telling me the mug is in the fridge,train,User
informationonobjectdetails,there is a mug on the table,train,User
informationonobjectdetails,the square table by the window,train,User
informationonobjectdetails,there is one in the fridge,train,User
informationonobjectdetails,near the door,train,User
informationonobjectdetails,lets check under the sink in the cabinet,train,User
informationonobjectdetails,knife is in microwave,train,User
informationonobjectdetails,potato is on left of fridge beside bin,train,User
informationonobjectdetails,white bin,train,User
informationonobjectdetails,plate is beside microwave,train,User
informationonobjectdetails,there is one on the couch,train,User
informationonobjectdetails,now get the other one that is on the tv stand,train,User
informationonobjectdetails,there is a cloth underneath the green towel in the corner of the room next to the window,train,User
informationonobjectdetails,top cabinet,train,User
informationonobjectdetails,near sink,train,User
informationonobjectdetails,top of the sink,train,User
informationonobjectdetails,open the cabinet,train,User
informationonobjectdetails,must be another plate in that cabinet,train,User
informationonobjectdetails,left,train,User
informationonobjectdetails,open the left cabinet,train,User
informationonobjectdetails,just to[ of the sink,train,User
informationonobjectdetails,Tomato are by the sink,train,User
informationonobjectdetails,There is a knife there as well,train,User
informationonobjectdetails,There is a plate in the cabinet under the taoster,train,User
informationonobjectdetails,Cabinet has a black door,train,User
informationonobjectdetails,There is one on the cabinet above the coffee machine,train,User
informationonobjectdetails,The one above that one,train,User
informationonobjectdetails,That one,train,User
informationonobjectdetails,potato is on the dinning table,train,User
informationonobjectdetails,pot is on the stove,train,User
informationonobjectdetails,there is a mug on the counter near the paper towel roll,train,User
informationonobjectdetails,"sorry now, there is an item on the black stool",train,User
informationonobjectdetails,there's actually another mug on the counter near the plant too,train,User
informationonobjectdetails,and roll of paper towels,train,User
informationonobjectdetails,there are three more items to clean. including the mug near the plant,train,User
informationonobjectdetails,i meant the mug is near the other roll of paper towels,train,User
informationonobjectdetails,there is another one in the refrigerator,train,User
informationonobjectdetails,"last one, check in the cabinet that is above the toaster and to the left",train,User
informationonobjectdetails,by the coffee maker,train,User
informationonobjectdetails,one more to the left,train,User
informationonobjectdetails,to your right,train,User
informationonobjectdetails,turn back toward sinks,train,User
informationonobjectdetails,first cabinet there,train,User
informationonobjectdetails,on bottom,train,User
informationonobjectdetails,put in in sink and rinse with water,train,User
informationonobjectdetails,the plate should be in the right cabinet underneath the sink,train,User
informationonobjectdetails,potato is on chair,train,User
informationonobjectdetails,just the potato,train,User
informationonobjectdetails,knife is in the sink,train,User
informationonobjectdetails,in the lower counter,train,User
informationonobjectdetails,where the sink is,train,User
informationonobjectdetails,inside the white box,train,User
informationonobjectdetails,on the table,train,User
informationonobjectdetails,knife is next to the microwave,train,User
informationonobjectdetails,bread is on the countertop,train,User
informationonobjectdetails,is on the chair,train,User
informationonobjectdetails,knife is in the fridge,train,User
informationonobjectdetails,tomato is on the counter and potato on the table,train,User
informationonobjectdetails,white plate,train,User
informationonobjectdetails,behind the apple,train,User
informationonobjectdetails,knife is on the stool,train,User
informationonobjectdetails,bread is in the top drawer next to the stove,train,User
informationonobjectdetails,tomato is on the shelf,train,User
informationonobjectdetails,Potato is in the fridge,train,User
informationonobjectdetails,There's a knife on the sink,train,User
informationonobjectdetails,There's a plate in the cabinet on top of the microwave,train,User
informationonobjectdetails,One is on the central table,train,User
informationonobjectdetails,there is also another one in the cabinet above the coffeee-making machine.,train,User
informationonobjectdetails,there is one in the box on the shelf,train,User
informationonobjectdetails,dish on counter next to plant,train,User
informationonobjectdetails,right of sink,train,User
informationonobjectdetails,knife is in the fridge and tomatoe next to microwave,train,User
informationonobjectdetails,to the left of microwave',train,User
informationonobjectdetails,tomatoe is in the draw below the  cooking pan on the counter top,train,User
informationonobjectdetails,in the sink,train,User
informationonobjectdetails,behind tv,train,User
informationonobjectdetails,another one on dining table,train,User
informationonobjectdetails,dining table,train,User
informationonobjectdetails,Bread is on the table,train,User
informationonobjectdetails,There is a knife also there and the plate needs cleaning,train,User
informationonobjectdetails,All three items on the white couch,train,User
informationonobjectdetails,it is on the chair,train,User
informationonobjectdetails,the white chair,train,User
informationonobjectdetails,by the desk next to the laptop,train,User
informationonobjectdetails,or the site table next to teh desk,train,User
informationonobjectdetails,tissue box to your left,train,User
informationonobjectdetails,check the below shelf,train,User
informationonobjectdetails,your earlier position was just fine to find the box,train,User
informationonobjectdetails,to your extreme right corner,train,User
informationonobjectdetails,the table with chairs,train,User
informationonobjectdetails,plate is on this table,train,User
informationonobjectdetails,In the microwave,train,User
informationonobjectdetails,In the fridge,train,User
informationonobjectdetails,object is on table,train,User
informationonobjectdetails,one pot is in fridge,train,User
informationonobjectdetails,one is beside the bread,train,User
informationonobjectdetails,next to bread,train,User
informationonobjectdetails,which is right to bread,train,User
informationonobjectdetails,which is right side to the bread,train,User
